Comentario,Aspecto,Polaridad
una cardinalidad es erronea ya que un paciente puede tener mas de un diagnostico y no solo uno la direccion de navegacion es incorrecta ya que no debe llevar flechas a menos que sea generalizacion,cardinalidad,0
los nombres de las clases son adecuados cuenta con loa atributos y metodos importantes la informacion se muestra de forma correcta,nombres,2
cuenta con los nombre de los atributos correctos los atributos son privados,nombre,2
los nombres de los metodos son correctos su visibilidad es publica lo cual es correcta para el uso de otras clases en algunos metodos falta poner argumentos,nombres,2
las cardinalidades se encuentran al reves las flechas de direccion no son correctas ya que todas cuentan con una linea,cardinalidades,0
globalmente no se encuentran todas las clases ademas hay clases que no deberian ir por ejemplos procedimiento operacion la informacion no es coherente,clases,0
en clase paciente no deberia ir el atributo numero_colegiado ya que ese atributo le pertenece a la clase medico clase que no existe en el grafico,clase,0
los nombres de los metodos son los adecuados y expresan claramente una accion en la clase,nombres,2
segun la direccion de las flechas me indican que todo el grafico tiene herencias lo cual esta mal se utiliza  formas de poner cardinalidades  y n deberia usar solo una para no confundir y ademas tiene mal las cardinalidades entre clases por ejemplo con las cardinalidades puestas entre la clase paciente y operacion se aluce que un tipo de operacion solo sera posible a un paciente,direccion,0
los nombres de las clases son adecuados no se detectan correctamente todas las clases globalmente informacion detallada pero no coherente,nombres,1
los nombres de los atributos son adecuados se indica el tipo de dato y la visibilidad adecuada se detectan casi todos los atributos correctamente numero_colegiado no pertenece a la clase que lo tiene,nombres,2
los nombres de los metodos son adecuados,nombres,2
se usan dos diferentes maneras de representacion en las cardinalidades y no todas estan plasmadas de manera correcta,maneras,0
las clases tienen un nombre adecuado para representarse,clases,2
los nombres de los atributos son representativos cada atributo demuestra su tipo de dato con una visibilidad adecuada,nombres,2
existen metodos que necesitan argumentos sin estos,metodos,1
se muestra correctamente las cardinales los roles son especificados correctamente,roles,2
faltan varias clases importantes para el caso de estudio,clases,0
faltan atributos y el tipo d dato en algunos caso no es el correcto,atributos,0
ningun metodo consta con los parametros que va a recibir no existe metodo de actualizar,ningun,0
las relaciones estan todas al reves,relaciones,0
no se detectan todas las clases adecuadamente no toda la informacion es coherente,clases,0
no se indica el tipo de dato de los atributos asignados a cada clase,tipo,0
los nombres de los metodos son poco adecuados no se indica el argumento ni el tipo de valor de retorno los metodos no funcionan correctamente,nombres,0
no todos los roles se especifican correctamente,roles,0
los nombres de las clases son adecuados su estructura esta correcta pero la informacion reportada no es coherente,nombres,1
los atributos cumplen con su respectiva estructura pero no presentan visibilidad y no cumplen con la funcionalidad adecuada,atributos,0
los nombres de los metodos son correctos y posee una visibilidad adecuada pero la estructura no es la correcta y no se detectaron todos los atributos,nombres,1
las cardinalidades se denotan de forma correcta pero los roles y los datos de navegacion no estan correctamente estructurados,cardinalidades,1
los nombres de las clases son los adecuados se encuentran todas las clases necesarias,nombres,2
los atributos no poseen el tipo de dato,atributos,0
los metodos no poseen tipo de datos ni tipo de valor de retorno faltan metodos para que se cumpla la funcionalidad correcta de los requerimientos,metodos,0
la direccion de navegacion no es correcta en todas las asociaciones,direccion,0
todas las clases involucradas en el sistema no se detectan correctamente,clases,0
parte de los nombres son especificados y detectados correctamente el tipo de dato no se ha establecido,parte,1
los metodos no poseen tipo de datos ni tipo de valor de retorno faltan metodos para que se cumpla la funcionalidad correcta de los requerimientos,metodos,0
la cardinalidades estan mal colocadas la comunicacion y relacion es ineficiente los roles tienen un mal flujo,cardinalidades,0
los nombres de las clases son adecuados se detectan todas las clases correctamente la estructura es adecuada la informacion no es tan coherente,nombres,1
los nombres de los atributos son adecuados no se indican el tipo de datos se detectan todos los atributos,nombres,1
algunos nombres no son verbos no se indican los argumentos ni tipo de valor de retorno si indican funcionalidad de acuerdo a los requerimientos,nombres,0
las cardinalidades estan correctas los roles estan bien especificados las asociaciones estan correctamente,cardinalidades,2
se encuentran todas las clases de manera correcta,clases,2
todos los atributos corresponden a las clases que deben,atributos,2
los metodo estan correctos,metodo,2
las cardinalidades se denotan de forma correcta pero los roles y los datos de navegacion no estan correctamente estructurados,cardinalidades,1
globalmente no se detectan todas las clases se necesitan especificar los usuarios como medicos paciente y administrador,clases,0
los nombres de los atributos no son adecuados ya que se confunden facilmente con otras clases dejando a la duda si son atributos del mismo objeto o de otro no indica el tipo de dato de cada atributo la visibilidad usada no es la correcta,nombres,0
los nombres de los metodos no son adecuados ya que no explican claramente la funcionalidad del mismo no especifica el tipo de dato y tampoco el retorno de los valores que se dan en los metodos la visibilidad no es adecuada ya que al hacer los metodos privados no van a poder ser usados por otras clases no indica la funcionalidad correcta a ser usada por los metodos,nombres,0
las mitad de cardinalidades se representan de forma erronea  le falta direcciones de navegacion de clases que no tienen agregadas fata rol del medico y paciente dando a entender que el usuario va a poder controla los historiales lo cual solo es de paciente,mitad,0
los nombres de las clases son adecuados,nombres,2
en los atributos no se indica el tipo de dato visibilidad es adecuada,atributos,1
no todos los nombres de los metodos son verbos no se indica el tipo de dato no se indica el tipo de valor de retorno indican una funcionalidad adecuada de los requerimientos descritos,nombres,0
todas las cardinalidades se denotan correctamente,cardinalidades,2
no se encuentran todas las clases que participan en el sistema,clases,0
la clase medico especialista no posee atributos,clase,0
los metodos tienen sintaxis correcta y completa,metodos,2
existen cardinalidades que deben tener correspondencia de  a ,cardinalidades,0
las clases estan escritas adecuadamente se relacionan globalmente y cada uno de ellos tienen sus respectivos atributos y metodos,clases,2
no se verifica el tipo de dato de cada atributo buena visibilidad,tipo,1
existen metodos que necesitan argumentos sin estos no estan todos los funcionamientos mostrados en el diagrama de caso de uso,metodos,0
todas las cardinalidades se denotan correctamente,cardinalidades,2
ausencia de una clase importante usuario en el caso de estudio,ausencia,0
no existe tipo de dato en ninguna clase,tipo,0
faltan metodos importantes como usuario y ademas no hay retorno de datos,metodos,0
las relaciones estan bien establecidas,relaciones,2
los nombres de las clases son adecuados no se encuentran todas las clases hacen falta examenespruebas y operacion,nombres,1
el nombre de los atributos es adecuado y hace referencia a una propiedad de la clase se indica el tipo de dato de cada atributo y su visibilidad,nombre,2
el nombre de los metodos es adecuado y hace referencia a una accion de la clase se indica el argumento y la visibilidad pero no el tipo de dato ni el tipo de dato de retorno los metodos indican la funcionalidad correcta de los requerimientos,nombre,1
las cardinalidades son correctas la direccion de navegacion esta especificada de forma correcta,cardinalidades,2
existen clases tales como cita diagnostico y tratamiento que se las puede adjuntar en una sola clase como historial clinico lo cual facilitaria para el medico o especialista,clases,1
los nombres de los atributos se encuentran correctamente en lo que respecta al tipo de dato en algunas clases existen errores,nombres,2
ciertos metodos estan mal planteados debido a que algunos de ellos no cumplen con una funcionalidad especifica,metodos,0
existen clases las cuales no estan asociadas correctamente debido a que solo asocian ciertas clases,clases,0
con respecto a los nombres de las clases son los adecuados todos empiezan con mayuscula cada clase indica la estructura adecuada atributos y metodos importantes,respecto,2
los nombres de los atributos son adecuados si indican el tipo de dato pero no estan bien porque el tipo de dato del atributo correo es string y deberia ser mail tambien el tipo de dato de fecha deberia ser date algunos atributos estan de mas,nombres,1
algunos metodos no estan bien por ejemplo tratamiento no debe ser un metodo de la clase tratamiento,metodos,0
las cardinalidades estan un poco confusas,cardinalidades,0
todas las clases estan correctas al igual que su estructura con su informacion pero hace falta una clase historial,clases,1
estan completos atributos y su visibilidad es la adecuada pero en ciertos atributos esta mal el tipo de dato que es como lo son el correo el cual deberia ser tipo de dato mail y la fecha como tipo de dato date,completos,1
no se muestra el tipo de retorno que da cada metodo y tambien hay lo que parece un constructor en cada clase lo cual me parece que esta demas,tipo,0
no hay flechas para indicar la navegacion en si pero las cardinalidades estan bien hechas,flechas,1
los nombres de las clases son los adecuados falta la clase operacion que indican en el diagrama de caso de uso con una estructura adecuada ya que estan todos los atributos y metodos importantes,nombres,2
los nombres de los atributos son correctos indican cada tipo de dato que tienen los atributos por parte de su visibilidad son privados,nombres,2
los nombres de los metodos son correctos indican los argumentos en los que son necesarios con su valor de retorno su visibilidad es publica para que las demas clases lo puedan usar y los metodos usados son los solicitados para el sistema,nombres,2
las cardinalidades son correctas la direccion de navegacion de las asociaciones se especifican de forma correcta,cardinalidades,2
falta una clase pero el resto de las clases estan correctamente,clase,1
todos los atributos se encuentran completos muestran visibilidad y el tipo de datos,atributos,2
los metodos no muestran la funcionalidad correcta del sistema y tampoco indican el tipo de dato ni el valor de retorno,metodos,0
las cardinalidades se denotan correctamente pero no tiene flechas de navegacion,cardinalidades,1
los nombres de las clases son correctos ya que son sustantivos pero no se encuentras todas las clases faltaria la clase del objeto operacion cada clase existente cuenta con sus atributos y metodos,nombres,1
los nombres de los atributos son correctos y representan una propiedad de la clase la visibilidad de algunos atributos es incorrecta porque son privados pero se utilizan en otra clase,nombres,1
los nombres de algunos metodos como es en el caso de la clase diagnostico el metodo obtener datos contiene un espacio no son correctos no se indican argumentos tipos de datos tipo de valor de retorno y la visibilidad de algunos metodos no es correcta porque se utilizan en otras clases,nombres,0
las cardinalidades se denotan claramente en el caso de el paciente e historial tiene una composicion indicando que el paciente no puede existir si no existe su historial mientras deberia ser al reves,cardinalidades,1
los nombres de las clases son los adecuados la estructura es la adecuada,nombres,2
los nombres de los atributos son los correctos los atributos poseen el tipo de dato,nombres,2
los nombres de los metodos son los adecuados los metodos no contienen un tipo de valor de retorno,nombres,1
las cardinalidades se denotan correctamente la direccion de navegacion se comprende facilmente,cardinalidades,2
las clases tienen una estructura bien definida,clases,2
los atributos estan bien establecidos,atributos,2
los metodos no tienen tipo de retorno,metodos,0
las cardinalidades son correctas,cardinalidades,2
correcto uso de la estructura de la clase,uso,2
algunos atributos no estan bien escritos,atributos,0
todos los metodos no pueden ser privados,metodos,0
asociaciones usadas correctamente,asociaciones,2
los nombres de la clase estan bien escritos pero le hace falta una clase operacion que se indica en el caso de uso cu,nombres,1
cuenta con los nombre de los atributos adecuados pero tiene todos sus atributos privados,nombre,1
los nombres de los metodos con correctos no indica los tipos de datos ademas tiene todos los metodos privados por lo tanto no podra usar esos metodos en otras clases,nombres,1
la composicion esta incorrecta la clase pacientehistorial ya que indica que el paciente no existe hasta que no tenga un historial,composicion,0
los nombres de las clases estan bien escritas,nombres,2
los atributos tienen tipos de datos parcialmente correctos se recomienda revisar,atributos,1
algunos metodos estan en clases que no corresponden,metodos,0
las relaciones entre objetos esta bien,relaciones,2
las clases son coherentes,clases,2
existe atributos redundantes,atributos,0
hay metodos en clases que no corresponde,clases,0
las cardinalidades no se denotan correctamente,cardinalidades,0
muestra claramente los nombres de las clases estan correctos cumplen como sustantivos y relativamente empiezan con mayusculas,nombres,2
la representacion de los nombres en los atributos son correctos cumplen con sus objetivos a demas expresan una propiedad de la clase se define su tipo de dato y las declaro como publicas lo cual es entendible a simple vista los atributos que se muestran en el diagrama si estan correctos cada uno juega un papel cumpliendo los requerimientos del ejercicio,representacion,2
la representacion de los nombres de los metodos descritos son correctos cumplen con una accion o entre otras palabras operacion de la clase se define su tipo de dato y las declaro como publicas el tipo de valor de retorno no declaro en todas lo cual no es entendible a simple vista los metodos que se muestran en el diagrama clases se debio mejorar un poco en la ejecucion de ellos a la final cada uno juega un papel en los requerimientos del ejercicio,representacion,1
la evaluacion de las cardinalidades se identifican buenas pero se presentan dudas referente a los roles se representan correctas de acuerdo con las asociaciones de la direccion de la navegacion no estan correctas existen falencias,evaluacion,1
los nombres de las clases estan escritos de la mejor manera ya que constan de un sustantivo y empieza con mayusculas,nombres,2
los nombres de los atributos son los correctos ya que constan de sustantivos o adjetivos y expresan de la mejor manera una propiedad de la clase ademas se indica el tipo de dato y la visibilidad adecuada,nombres,2
los nombres de los metodos son los correctos y que constan de verbos y expresan correctamente una accion u operacion de la clase,nombres,2
las cardinalidades que se denotan en el diagrama de clases esta correctamente ya que todos los roles se especifican de la mejor manera,cardinalidades,2
los nombres de las clases son los adecuados faltan clases importantes no todas las clases posen la estructura correcta,nombres,1
el nombre de los atributos es adecuado faltan atributos en algunas clases,nombre,1
el nombre de los metodos es correcto les falta el tipo de datos faltan metodos,nombre,1
no todas las cardinalidades estan correctas la direccion de navegacion no se especifica de forma correcta,cardinalidades,0
los nombres de las clases son adecuados excepto por uno que no corresponde a los requerimientos la estructura esta correcta porque esta tanto sus atributos como sus metodos la informacion por su parte no es coherente por la manera en que especifican los atributos,nombres,1
la mayoria de los nombres de los atributos son adecuados aun asi existen algunos que no representan una propiedad de la clase demuestra de manera correcta el tipo de datos pero anaden restricciones de base de datos que en este modelo no se usan existen atributos que hacen falta,mayoria,1
con respecto a los nombres de los metodos estos estan escritos de manera aceptable no presenta el tipo de datos ni valor de retorno argumentos y visibilidad existen metodos que no corresponden a los requerimientos y otros estan donde no deberian,respecto,0
las cardinalidades estan de manera correcta los roles no se representan como deberian las direcciones de navegacion que se presentan no estan correctas,cardinalidades,0
las clases estan correctas,clases,2
casi todos los atributos estan correctos,atributos,2
los metodos tienen valor de retorno mal aplicado,metodos,0
las cardinalidades estan incorrectas,cardinalidades,0
los nombres de las clases son adecuados son sustantivos y empiezan con mayuscula cada clase tiene atributos correctos y metodos necesarios para la funcionalidad la informacion que se detalla esta bien le faltan metodos,nombres,2
los nombres de los atributos son correctos aunque algunos no comienzan con mayuscula y algunos estan escritos juntos y otros separados el atributo nombre y apellido deberian ser dos atributos separados todos los atributos tienen el tipo de dato adecuado y son visibles,nombres,1
los nombres de los metodos no son del todo adecuado ya que no son del todo comprensibles y algunos estan mal escritos o no son coherentes con sus pares el tipo de dato de que reciben parece correcto la visibilidad es la adecuada entre clases la funcionalidad no es del todo completa entre clases,nombres,0
la cardinalidad son correctas en su uso los roles se heredan adecuadamente la direccion de navegacion de las asociaciones es correcta,cardinalidad,2
se encuentran todas las clases mencionadas en los requerimientos del sistema,clases,2
la clase medico especialista no posee atributos,clase,0
los metodos tienen sintaxis correcta y completa,metodos,2
parcialmente correcto existen cardinalidades que deben correspondencia de  a ,cardinalidades,1
existen ciertos nombres que no cumplen con los parametros establecidos  existen metodos de mas sin embargo la informacion descrita es la correcta,nombres,1
hay errores en los nombre de los atributos los tipos de datos de los atributos de la clase son los correcto,errores,1
los nombre de los metodos es adecuada sin embargo existe poca claridad en alguno de los nombres de los metodos los metodos no cuentan con un tipo de retorno,nombre,1
las cardinalidades expresadas son las correctas la navegacion es la correcta,cardinalidades,2
existe una clase que no esta en los requerimientos la estructura se encuentra bien la informacion es detallada,clase,1
existen atributos que no son necesarios hay atributos con tipos de datos incorrectos tiene visibilidad adecuada,atributos,0
los nombres de varios metodos no son adecuados ya que son poco entendibles los tipos de dato de retorno estan correctos la funcionalidad no se encuentra del todo bien,nombres,0
las cardinalidades son adecuadas a lo que se requiere los roles se encuentran bien establecidos no existen asociaciones,cardinalidades,2
es correcta la forma de poner las clases es decir que estan en mayusculas y se describen correctamente sin embargo existen clases que no deberian estar por ende la informacion detallada en las mismas no es la correcta y a causa de que el diagrama de casos de uso esta incompleto tambien faltan muchas clases,forma,1
las clases cuentan con los atributos que le corresponden pero ciertos atributos tienen tipos de datos incorrectos por ejemplo en la clase paciente el tipo de dato telefono debe ser string ya que al poner long este omitira el numero  y preferible usar tipos de datos integer que long ya que utilizan un espacio de memoria mucho mas pequeno,clases,1
no existen metodos que son necesarios por ejemplo en metodo para registrar un nuevo paciente y metodos como atenderpaciente no es un metodo valido como tal,metodos,0
muchas de las asociaciones no estan aplicadas correctamente por ejemplo la cardinalidad entre paciente y citamedica esta de  sin embargo un paciente puede registrar mas de  cita medica a lo largo de su tiempo de vida,asociaciones,0
con respecto a los nombres de las clases no son los adecuados por ejemplo en el caso de uso el objeto esta como cita y en el diagrama de clases se llama citamedica tambien en el diagrama de clases tiene como objeto medicocabecera medicoespecialista los cuales no aparecen en el diagrama de caso de uso como un objeto,respecto,0
los nombres de los atributos son adecuados si indican el tipo de dato pero no estan bien porque el tipo de dato del atributo apellidos es objeto y deberia ser string algunos atributos estan demas porque son claves foraneas de otras clases y no deben estar ahi por lo que se hace implicitamente,nombres,1
algunos metodos no estan bien en la clases por ejemplo pedircita no debe ser un metodo de la clase paciente sino de citamedica,metodos,0
las cardinalidades estan un poco confusas,cardinalidades,0
los nombres de las clases estan bien escritos lo que permite que se identifiquen a nivel global su estructura atributos y metodos son correctos cierta parte de la informacion no es del todo coherente pero si hablamos del detalle del mismo este esta correcto,nombres,1
los nombres de los atributos son adecuados y corresponden a una propiedad de la clase el tipo de dato se indica de manera correcta sin embargo la visibilidad no se muestra del todo coherente los atributos colocados son los requeridos,nombres,2
los nombres de los metodos son los correctos se indican los argumentos el tipo de dato el valor de retorno y la visibilidad los metodos reflejan la funcionalidad de manera correcta,nombres,2
existen ciertas cardinalidades que no estan del todo correctas los roles estan especificados de forma correcta la direccion de navegacion se plasma de buena manera correcta entre las asociaciones,cardinalidades,2
las clases son correctas,clases,2
existe redundancia de atributos,redundancia,0
hay metodos en clases que no corresponde,clases,0
las cardinalidades contiene ambiguedades,cardinalidades,0
los nombres de las clases son representativas,nombres,2
los atributos son representativos en las clases,atributos,2
los metodos son representativos de las clases,metodos,2
las relaciones entre clases estan bien,relaciones,2
los nombres de las clases son correctos aplican un sustantivo que empieza en mayuscula y cuando es la union de dos la primera letra de cada uno esta en mayuscula todas las clases son adecuadas con un solo vistazo pues esta bien disenado cada clase tiene sus metodos y atributos por lo que son adecuados la informacion reportada es coherente con el diagrama de casos de uso,nombres,2
los nombres de los atributos son adecuados para el esquema siendo atributos o adjetivos expresan una propiedad de la clase pero no mantienen fidelidad con los requerimientos cada atributo tiene su tipo de dato y una visibilidad adecuada para su encapsulamiento falta atributos especificados en los requerimientos,nombres,1
los nombres de los metodos son correctos ya que conglomeran un verbo y un objeto que recae la accion del mismo tienen indicado el valor de retorno y su visibilidad es adecuada para el encapsulamiento faltan algunos metodos descritos en los requerimientos,nombres,1
todas las cardinalidades estan denotadas correctamente los roles se especifican adecuadamente y la direccion de navegacion de la mayoria de las asociaciones se especifica bien,cardinalidades,2
las clases son coherentes,clases,2
existe atributos redundantes,atributos,0
hay metodos en clases que no corresponde,clases,0
las cardinalidades no se denotan correctamente,cardinalidades,0
los nombres de las clases son adecuados la estructura es adecuada la informacion detallada es coherente,nombres,2
los nombres de los atributos son adecuados se indica visibilidad y tipo de datos adecuadamente,nombres,2
los metodos tienen el tipo de dato de retorno incorrecto,metodos,0
las asociaciones se realizaron correctamente sus roles no todas las cardinalidades son claras de entender,asociaciones,1
los nombres de las clases son adecuados aunque hace falta mas clases que representen a los objetos cada clase tiene sus atributos y metodos con la estructura adecuada la informacion es detallada pero poco coherente,nombres,1
los nombres de los atributos son adecuados aunque varios estan demas los tipos de datos de pocos atributos se encuentran mal definidos no existe buena visibilidad,nombres,1
existen metodos dentro de clases que no corresponden a la misma si tienen tipo de valor de retorno aunque no es el correcto presentan visibilidad adecuada no presentan una correcta funcionalidad,clases,0
las clases no se encuentran bien asociadas ya que la direccion de la navegacion no es la correcta no usan los roles de manera adecuada la cardinalidad no esta bien especificada,clases,0
sus nombres de las clases son identificables estan con mayusculas y engloban perfectamente lo que trata de realizar en cada clase se usan sus atributos y sus metodos pero le faltan algunos para verificar su funcionalidad con el sistema a realizarse la informacion otorgada es buena,nombres,1
referente a los atributos sus nombres indican el uso de esa propiedad en el diagrama clases no indican el tipo de dato a usarse lo cual no es identificable a simple vista se hace uso de todos los atributos en el diagrama clases de manera correcta,referente,1
de acuerdo con sus metodos su nombre esta correcto por lo que es entendible lo que quiere hacer no tiene especificado el tipo de dato que se ve a usar asi como ni de retorno existe un argumento pero de un constructor no son a simples vistas identifica que es lo que realiza el uso de los metodos indican su funcionalidad pero opino que se hubiere mejorado mas el desarrollo,acuerdo,1
las cardinalidades estan mal asociadas por ejemplo muchas citas si pueden tener varios diagnosticos y un diagnostico puede tener varios tratamientos los roles no se especifican correctamente la direccion de navegacion de todas las asociaciones no es correcta suelen faltan asociaciones como usuario a cita y otros,cardinalidades,0
falta clases que representan a los actores la informacion no es coherente,falta,0
los nombres de los atributos expresan una propiedad de la clase no se indica el tipo de dato en los atributos no se encuentran todos los atributos,nombres,0
los nombres de los metodos no estan correctos y no tienen coherencia la funcionalidad de los metodos no es adecuada,nombres,0
las cardinalidades son poco adecuadas los roles no se especifican correctamente,cardinalidades,0
los nombres de las clases son adecuados son sustantivos y empieza con mayusculas ademas cumple con la informacion detallada y necesaria,nombres,2
los nombres de los atributos son los adecuados son sustantivos o adjetivos y expresan claramente una propiedad de la clase pero no tienen el tipo de dato lo cual es necesario para poder implementarlos en el sistema,nombres,1
no existe una correcta sintaxis de los metodos no se logra especificar cual es la funcionalidad especifica de cada uno de ellos ademas los tipos de datos tipos de valor de retorno y visibilidad adecuada,sintaxis,0
las cardinalidades estan denotadas incorrectamente ademas existen asociaciones que no estan realizadas de la mejor manera,cardinalidades,0
los nombres de la clases no son adecuadas la estructura no es correcta y la informacion presentada no es coherente,nombres,0
los atributos cumplen con su respectiva estructura pero no cumplen con la funcionalidad adecuada,atributos,1
la nombres de los metodos no se especifican correctamente no estan correctamente estructurados y no cumplen con la funcionalidad adecuada,nombres,0
las cardinalidades no se denotan correctamente los roles no estan bien especificados y la direccion de navegacion no se especifica de forma correcta,cardinalidades,0
no se especifican todas las clases la informacion no es coherente,clases,0
los atributos estan mal especificados y no tienen tipo de dato,atributos,0
los metodos no tienen concordancia y tipo de dato,metodos,0
las cardinalidades se denotan correctamente pero no tiene flechas de navegacion,cardinalidades,1
las clases estan incompletas debido a la misma falencia que se arrastra desde el diagrama de casos de uso se estan omitiendo algunas clases que son necesarias para el correcto funcionamiento del sistema,clases,0
la mayoria de los atributos estan especificados correctamente aunque debio especificar correctamente el identificador para cada tipo de usuario del sistema ya que son actores independientes y no pueden llevar el identificador igual ya que generaria conflictos al momento de utilizarlos,mayoria,2
los metodos declarados estan fuera de lugar y no corresponden con los requerimientos de la misma manera se arrastran falencias que no han sabido corregir,metodos,0
las asociaciones estan incorrectas las cardinalidades no se especifican de manera correcta como se estipula en los requerimientos y la direccion de navegacion no se especifica correctamente debido a que no se aprecia de manera correcta la direccion de la forma en la que se ha querido trabajar,asociaciones,0
los nombres de las clases son adecuados se detectan todas las clases la estructura es la incorrecta la informacion reportada es incoherente,nombres,1
los nombres de los atributos son adecuados no se indica el tipo de dato no se detecta todos los atributos correctamente,nombres,1
los nombres de los metodos no son adecuados no expresan verbo alguno faltan algunas funcionalidad no se indican tipo de datos en los metodos tampoco indican valor de retorno,nombres,0
las cardinalidades estan correctamente los roles se especifican correctamente las direccion estan correctamente,cardinalidades,2
los nombres de las clases son los adecuados la estructura es la adecuada,nombres,2
los nombres de los atributos son los adecuados no contiene tipo de dato,nombres,1
los nombres de los metodos son correctos no contiene el tipo de dato no contiene el tipo de valor de retorno,nombres,0
las cardinalidades se denotan correctamente los roles son especificados correctamente,cardinalidades,2
no existen las clases necesarias para identificar los procedimientos del sistema no destaca el registro de la cita o el registro de ciertos procedimientos por parte de los actores unicamente de forma general en metodos de agregar y modificar,clases,0
la mayoria de atributos se encuentran bien con sus tipos de datos ya que para la mayoria de las clases ya que son comunes en toda pero cada usuario deberia definirse aparte agregando cada atributo extra o metodo,mayoria,1
los metodos descritos en todo el diagrama unicamente tienen opcion de agregar deberian tener metodos para consultar datos y que permita extraer esos datos para utilizarlos en otras clases,metodos,1
las asociaciones no quedan del todo claras solo asociaron las entidades con las que podrian tener relacion de una u otra forma especifica,asociaciones,0
los nombres de las clases son los adecuados la estructura es la adecuada,nombres,2
los atributos estan correctos,atributos,2
los nombres de los metodos son los correctos se indican los argumentos el tipo de dato el valor de retorno y la visibilidad los metodos reflejan la funcionalidad de manera correcta,nombres,2
las cardinalidades se denotan correctamente los roles son especificados correctamente,cardinalidades,2
los nombres son adecuados cumplen siendo sustantivos empiezan con mayuscula,nombres,2
en unas clases hace falta atributos necesarios a la clase que comprende,clases,0
la aplicacion de los metodos son correctos,aplicacion,2
no cuenta con cardinalidad la direccion de las flechas es correcta al igual que el uso de la herencia ,cardinalidad,1
las clases estan bien definidas con nombres coherentes y atributos adecuados funcionalidades correctas pero hay discrepancias en el seguimiento de los nombres una clase tiene un guion bajo  _  entre su nombre para separar palabras pero las demas no tienen el guion bajo en resumen no se esta siguiendo una misma sintaxis para todo,clases,1
hay discrepancias en el seguimiento de los nombres un atributo tiene un guion bajo  _  entre su nombre para separar palabras mientras que otros no y algunos atributos con varias palabras utilizan minuscula para la segunda palabra mientras que otros mayuscula para empezar la segunda palabra aparte de eso se define bien para que sirve cada atributo y los tipos de datos utilizados son correctos excepto en usuario en la clase cliente_login el tipo de dato es int y deberia ser varchar o string,discrepancias,1
hay discrepancias en el seguimiento de los nombres algunos metodos con varias palabras utilizan minuscula para la segunda palabra mientras que otros mayuscula para empezar la segunda palabra loguin esta mal escrito es login los metodos no tienen tipo de dato a pesar de eso los metodos si describen que realizan cada uno,discrepancias,0
las cardinalidades estan bien hechas representan bien la obligatoriedad y la relacion de las clases,cardinalidades,2
tiene las clases bien relacionadas y los nombres de igual forma pero podemos detectar pequenos errores con la informacion dada en el caso de uso,clases,1
existen atributos inecesarios y otros en los cuales existe mucha redundancia,atributos,0
faltan argumentos en algunos metodos,argumentos,0
las cardinalidades son poco adecuadas los roles no se especifican correctamente,cardinalidades,0
las clases estan bien definidas con nombres coherentes y atributos adecuados funcionalidades correctas,clases,2
todos los atributos estan bien definidos y tienen un tipo de dato adecuado,atributos,2
los nombres de los metodos son los correctos se indican los argumentos el tipo de dato el valor de retorno y la visibilidad los metodos reflejan la funcionalidad de manera correcta,nombres,2
todas las asociaciones estan bien planteadas,asociaciones,2
las clases estan bien definidas con nombres coherentes y atributos adecuados funcionalidades correctas,clases,2
tanto el atributo nombre usuario contrasena area y placa son char no string tampoco delimita cuantos espacios tiene entonces solo se podra ingresar un caracter,nombre,0
los nombres de los metodos son los correctos se indican los argumentos el tipo de dato el valor de retorno y la visibilidad los metodos reflejan la funcionalidad de manera correcta,nombres,2
no hay cardinalidades,cardinalidades,0
los nombres de las clases no son adecuados no se detecta todas las clases correctamente la informacion reportada es nada coherente,nombres,0
los nombres de los atributos son poco adecuados no expresan claramente una propiedad para la clase los atributos estan medianamente correctos,nombres,0
los metodos no tienen una funcionalidad correcta los tipos de datos son pocos adecuados,metodos,0
todas las cardinalidad se denotan de manera incorrecta los roles estan mal especificados,cardinalidad,0
los nombres de las clases no son adecuados los nombres no empiezan con mayusculas faltan clases que demuestren funcionalidad la estructura utilizada no es adecuada no presenta atributos ni metodos importantes la informacion reportada no es detallada ni coherente hay muchos errores gramaticales,nombres,0
faltan atributos en algunas clases los nombres utilizados son adecuados el tipo de dato no es correcto la visibilidad es adecuada,atributos,1
los nombres de los metodos no son adecuados los metodos no expresan una funcionalidad correcta previamente descrita en los requerimientos faltan metodos que demuestren funcionalidad no indica el tipo de dato ni el tipo de dato de retorno,nombres,0
las cardinalidades no son correctas no se especifican los roles adecuadamente la direccion de navegacion de las asociaciones no es correcta la herencia entre clases no es correcta,cardinalidades,0
se observa cierta redundancia en las clases por ejemplo en la clase empleado y cliente se pudo haber realizado una clase persona que contenga los atributos en comun y posteriormente haber realizado las subclases de la misma,redundancia,1
se visualiza que los atributos representan caracteristicas de las clases pero tambien se consideran ciertos atributos que pueden estar demas,atributos,1
los metodos se observan correctamente descritos y aplicados dentro de las clases,metodos,2
las cardinales se observan correctamente aplicadas asi mismo como sus asociaciones,cardinales,2
los nombres delas clases estan bien aplicados por que tiene sustantivos y empiezan con mayusculas las clases son detectadas correctamente con lo que respecta a su estructura considero en su mayoria los abarca,nombres,2
con la parte de atributos cumple con el requerimiento que sea adjetivos y sustantivos y a su ves expresan la propiedad de la clase con el tema de tipo de datos considero que unos no estan bien colocados pongo como ejemplo un atributo fecha lo tiene declarado como string su visibilidad esta bien ubicada,parte,1
